,xip,xim,r,sig
0,0.00028872334412929896,8.811356841096531e-05,1.2309705558801003,0.00022245096978442498
1,6.425353863830996e-05,-0.000132184720629598,1.7965986872327726,0.00015728988114221103
2,0.00012233298174779434,0.00014101573342717986,2.6149138866556623,0.00010936348325772946
3,-3.375047548683026e-05,-7.073601341606384e-05,3.8050475444772243,7.61788926628615e-05
4,5.022075853926176e-05,1.91557768843304e-06,5.536391805143551,5.303190674056503e-05
5,0.00010773872596484002,-2.5187864734897025e-05,8.053915075130323,3.7243306713156225e-05
6,5.488437720883602e-05,4.211314629353497e-05,11.711340355993109,2.6307427420385696e-05
7,3.053132370944648e-05,-7.808793339281506e-08,17.026989275142792,1.8776559520766393e-05
8,4.310099338404314e-05,2.1647760015417145e-06,24.74313691571988,1.3638677498355964e-05
9,2.2031924758638084e-05,2.2883691985447456e-05,35.95086380927747,1.0195537420245455e-05
10,4.002069018015096e-06,1.3605917263910643e-05,52.0672969716051,7.920062710963711e-06
11,-4.829794762997375e-06,-1.947686606118406e-06,75.04692546330861,6.944223250930029e-06
